"StateFIPS","State","Year","Hosps","Age_Group","Sex"
21,"Kentucky",2019,69,"35 TO 64","Male"
21,"Kentucky",2019,9,"35 TO 64","Female"
21,"Kentucky",2019,35,">= 65","Male"
21,"Kentucky",2019,15,">= 65","Female"
21,"Kentucky",2020,0,"0 TO 4","Male"
21,"Kentucky",2020,0,"0 TO 4","Female"
21,"Kentucky",2020,0,"5 TO 14","Male"
21,"Kentucky",2020,0,"5 TO 14","Female"
21,"Kentucky",2020,18,"15 TO 34","Male"
21,"Kentucky",2020,3,"15 TO 34","Female"
21,"Kentucky",2020,53,"35 TO 64","Male"
21,"Kentucky",2020,9,"35 TO 64","Female"
21,"Kentucky",2020,25,">= 65","Male"
21,"Kentucky",2020,15,">= 65","Female"
21,"Kentucky",2021,0,"0 TO 4","Male"
21,"Kentucky",2021,0,"0 TO 4","Female"
21,"Kentucky",2021,0,"5 TO 14","Male"
21,"Kentucky",2021,0,"5 TO 14","Female"
21,"Kentucky",2021,12,"15 TO 34","Male"
21,"Kentucky",2021,1,"15 TO 34","Female"
21,"Kentucky",2021,45,"35 TO 64","Male"
21,"Kentucky",2021,3,"35 TO 64","Female"
21,"Kentucky",2021,19,">= 65","Male"
21,"Kentucky",2021,12,">= 65","Female"
21,"Kentucky",2022,0,"0 TO 4","Male"
21,"Kentucky",2022,1,"0 TO 4","Female"
21,"Kentucky",2022,0,"5 TO 14","Male"
21,"Kentucky",2022,0,"5 TO 14","Female"
21,"Kentucky",2022,25,"15 TO 34","Male"
21,"Kentucky",2022,2,"15 TO 34","Female"
21,"Kentucky",2022,71,"35 TO 64","Male"
21,"Kentucky",2022,7,"35 TO 64","Female"
21,"Kentucky",2022,35,">= 65","Male"
21,"Kentucky",2022,12,">= 65","Female"
22,"Louisiana",2000,2,"0 TO 4","Male"
22,"Louisiana",2000,0,"0 TO 4","Female"
22,"Louisiana",2000,1,"5 TO 14","Male"
22,"Louisiana",2000,1,"5 TO 14","Female"
22,"Louisiana",2000,14,"15 TO 34","Male"
22,"Louisiana",2000,3,"15 TO 34","Female"
22,"Louisiana",2000,48,"35 TO 64","Male"
22,"Louisiana",2000,7,"35 TO 64","Female"
22,"Louisiana",2000,29,">= 65","Male"
22,"Louisiana",2000,30,">= 65","Female"
22,"Louisiana",2001,0,"0 TO 4","Male"
22,"Louisiana",2001,0,"0 TO 4","Female"
22,"Louisiana",2001,2,"5 TO 14","Male"
22,"Louisiana",2001,1,"5 TO 14","Female"
22,"Louisiana",2001,22,"15 TO 34","Male"
22,"Louisiana",2001,6,"15 TO 34","Female"
22,"Louisiana",2001,50,"35 TO 64","Male"
22,"Louisiana",2001,7,"35 TO 64","Female"
22,"Louisiana",2001,26,">= 65","Male"
22,"Louisiana",2001,5,">= 65","Female"
22,"Louisiana",2002,2,"0 TO 4","Male"
22,"Louisiana",2002,0,"0 TO 4","Female"
22,"Louisiana",2002,2,"5 TO 14","Male"
22,"Louisiana",2002,0,"5 TO 14","Female"
22,"Louisiana",2002,14,"15 TO 34","Male"
22,"Louisiana",2002,1,"15 TO 34","Female"
22,"Louisiana",2002,62,"35 TO 64","Male"
22,"Louisiana",2002,12,"35 TO 64","Female"
22,"Louisiana",2002,34,">= 65","Male"
22,"Louisiana",2002,14,">= 65","Female"
22,"Louisiana",2003,0,"0 TO 4","Male"
22,"Louisiana",2003,0,"0 TO 4","Female"
22,"Louisiana",2003,4,"5 TO 14","Male"
22,"Louisiana",2003,0,"5 TO 14","Female"
22,"Louisiana",2003,21,"15 TO 34","Male"
22,"Louisiana",2003,2,"15 TO 34","Female"
22,"Louisiana",2003,39,"35 TO 64","Male"
22,"Louisiana",2003,3,"35 TO 64","Female"
22,"Louisiana",2003,16,">= 65","Male"
22,"Louisiana",2003,10,">= 65","Female"
22,"Louisiana",2004,0,"0 TO 4","Male"
22,"Louisiana",2004,0,"0 TO 4","Female"
22,"Louisiana",2004,2,"5 TO 14","Male"
22,"Louisiana",2004,0,"5 TO 14","Female"
22,"Louisiana",2004,25,"15 TO 34","Male"
22,"Louisiana",2004,1,"15 TO 34","Female"
22,"Louisiana",2004,60,"35 TO 64","Male"
22,"Louisiana",2004,7,"35 TO 64","Female"
22,"Louisiana",2004,30,">= 65","Male"
22,"Louisiana",2004,11,">= 65","Female"
22,"Louisiana",2005,2,"0 TO 4","Male"
22,"Louisiana",2005,1,"0 TO 4","Female"
22,"Louisiana",2005,3,"5 TO 14","Male"
22,"Louisiana",2005,0,"5 TO 14","Female"
22,"Louisiana",2005,32,"15 TO 34","Male"
22,"Louisiana",2005,4,"15 TO 34","Female"
22,"Louisiana",2005,78,"35 TO 64","Male"
22,"Louisiana",2005,21,"35 TO 64","Female"
22,"Louisiana",2005,46,">= 65","Male"
22,"Louisiana",2005,35,">= 65","Female"
22,"Louisiana",2006,0,"0 TO 4","Male"
22,"Louisiana",2006,0,"0 TO 4","Female"
22,"Louisiana",2006,1,"5 TO 14","Male"
22,"Louisiana",2006,0,"5 TO 14","Female"
22,"Louisiana",2006,38,"15 TO 34","Male"
22,"Louisiana",2006,3,"15 TO 34","Female"
22,"Louisiana",2006,52,"35 TO 64","Male"
22,"Louisiana",2006,12,"35 TO 64","Female"
22,"Louisiana",2006,26,">= 65","Male"
22,"Louisiana",2006,17,">= 65","Female"
22,"Louisiana",2007,0,"0 TO 4","Male"
22,"Louisiana",2007,3,"0 TO 4","Female"
22,"Louisiana",2007,2,"5 TO 14","Male"
22,"Louisiana",2007,0,"5 TO 14","Female"
22,"Louisiana",2007,22,"15 TO 34","Male"
22,"Louisiana",2007,1,"15 TO 34","Female"
22,"Louisiana",2007,60,"35 TO 64","Male"
22,"Louisiana",2007,8,"35 TO 64","Female"
22,"Louisiana",2007,29,">= 65","Male"
22,"Louisiana",2007,8,">= 65","Female"
22,"Louisiana",2008,0,"0 TO 4","Male"
22,"Louisiana",2008,1,"0 TO 4","Female"
22,"Louisiana",2008,0,"5 TO 14","Male"
22,"Louisiana",2008,1,"5 TO 14","Female"
22,"Louisiana",2008,18,"15 TO 34","Male"
22,"Louisiana",2008,1,"15 TO 34","Female"
22,"Louisiana",2008,41,"35 TO 64","Male"
22,"Louisiana",2008,9,"35 TO 64","Female"
22,"Louisiana",2008,24,">= 65","Male"
22,"Louisiana",2008,18,">= 65","Female"
22,"Louisiana",2009,0,"0 TO 4","Male"
22,"Louisiana",2009,1,"0 TO 4","Female"
22,"Louisiana",2009,1,"5 TO 14","Male"
22,"Louisiana",2009,1,"5 TO 14","Female"
22,"Louisiana",2009,27,"15 TO 34","Male"
22,"Louisiana",2009,4,"15 TO 34","Female"
22,"Louisiana",2009,78,"35 TO 64","Male"
22,"Louisiana",2009,11,"35 TO 64","Female"
22,"Louisiana",2009,31,">= 65","Male"
22,"Louisiana",2009,19,">= 65","Female"
22,"Louisiana",2010,2,"0 TO 4","Male"
22,"Louisiana",2010,0,"0 TO 4","Female"
22,"Louisiana",2010,4,"5 TO 14","Male"
22,"Louisiana",2010,0,"5 TO 14","Female"
22,"Louisiana",2010,30,"15 TO 34","Male"
22,"Louisiana",2010,0,"15 TO 34","Female"
22,"Louisiana",2010,95,"35 TO 64","Male"
22,"Louisiana",2010,11,"35 TO 64","Female"
22,"Louisiana",2010,35,">= 65","Male"
22,"Louisiana",2010,23,">= 65","Female"
22,"Louisiana",2011,1,"0 TO 4","Male"
22,"Louisiana",2011,2,"0 TO 4","Female"
22,"Louisiana",2011,1,"5 TO 14","Male"
22,"Louisiana",2011,2,"5 TO 14","Female"
22,"Louisiana",2011,51,"15 TO 34","Male"
22,"Louisiana",2011,1,"15 TO 34","Female"
22,"Louisiana",2011,142,"35 TO 64","Male"
22,"Louisiana",2011,27,"35 TO 64","Female"
22,"Louisiana",2011,42,">= 65","Male"
22,"Louisiana",2011,21,">= 65","Female"
22,"Louisiana",2012,0,"0 TO 4","Male"
22,"Louisiana",2012,0,"0 TO 4","Female"
22,"Louisiana",2012,3,"5 TO 14","Male"
22,"Louisiana",2012,0,"5 TO 14","Female"
22,"Louisiana",2012,41,"15 TO 34","Male"
22,"Louisiana",2012,1,"15 TO 34","Female"
22,"Louisiana",2012,106,"35 TO 64","Male"
22,"Louisiana",2012,10,"35 TO 64","Female"
22,"Louisiana",2012,25,">= 65","Male"
22,"Louisiana",2012,23,">= 65","Female"
22,"Louisiana",2013,0,"0 TO 4","Male"
22,"Louisiana",2013,2,"0 TO 4","Female"
22,"Louisiana",2013,0,"5 TO 14","Male"
22,"Louisiana",2013,0,"5 TO 14","Female"
22,"Louisiana",2013,37,"15 TO 34","Male"
22,"Louisiana",2013,0,"15 TO 34","Female"
22,"Louisiana",2013,90,"35 TO 64","Male"
22,"Louisiana",2013,9,"35 TO 64","Female"
22,"Louisiana",2013,21,">= 65","Male"
22,"Louisiana",2013,16,">= 65","Female"
22,"Louisiana",2014,1,"0 TO 4","Male"
22,"Louisiana",2014,0,"0 TO 4","Female"
22,"Louisiana",2014,0,"5 TO 14","Male"
22,"Louisiana",2014,0,"5 TO 14","Female"
22,"Louisiana",2014,47,"15 TO 34","Male"
22,"Louisiana",2014,1,"15 TO 34","Female"
22,"Louisiana",2014,91,"35 TO 64","Male"
22,"Louisiana",2014,9,"35 TO 64","Female"
22,"Louisiana",2014,31,">= 65","Male"
22,"Louisiana",2014,6,">= 65","Female"
22,"Louisiana",2015,0,"0 TO 4","Male"
22,"Louisiana",2015,1,"0 TO 4","Female"
22,"Louisiana",2015,3,"5 TO 14","Male"
22,"Louisiana",2015,1,"5 TO 14","Female"
22,"Louisiana",2015,62,"15 TO 34","Male"
22,"Louisiana",2015,1,"15 TO 34","Female"
22,"Louisiana",2015,115,"35 TO 64","Male"
22,"Louisiana",2015,16,"35 TO 64","Female"
22,"Louisiana",2015,32,">= 65","Male"
22,"Louisiana",2015,12,">= 65","Female"
22,"Louisiana",2016,0,"0 TO 4","Male"
22,"Louisiana",2016,0,"0 TO 4","Female"
22,"Louisiana",2016,2,"5 TO 14","Male"
22,"Louisiana",2016,0,"5 TO 14","Female"
22,"Louisiana",2016,47,"15 TO 34","Male"
22,"Louisiana",2016,5,"15 TO 34","Female"
22,"Louisiana",2016,118,"35 TO 64","Male"
22,"Louisiana",2016,15,"35 TO 64","Female"
22,"Louisiana",2016,49,">= 65","Male"
22,"Louisiana",2016,17,">= 65","Female"
22,"Louisiana",2017,0,"0 TO 4","Male"
22,"Louisiana",2017,0,"0 TO 4","Female"
22,"Louisiana",2017,0,"5 TO 14","Male"
22,"Louisiana",2017,0,"5 TO 14","Female"
22,"Louisiana",2017,30,"15 TO 34","Male"
22,"Louisiana",2017,0,"15 TO 34","Female"
22,"Louisiana",2017,73,"35 TO 64","Male"
22,"Louisiana",2017,3,"35 TO 64","Female"
22,"Louisiana",2017,29,">= 65","Male"
22,"Louisiana",2017,6,">= 65","Female"
22,"Louisiana",2018,0,"0 TO 4","Male"
22,"Louisiana",2018,0,"0 TO 4","Female"
22,"Louisiana",2018,3,"5 TO 14","Male"
22,"Louisiana",2018,0,"5 TO 14","Female"
22,"Louisiana",2018,35,"15 TO 34","Male"
22,"Louisiana",2018,3,"15 TO 34","Female"
22,"Louisiana",2018,99,"35 TO 64","Male"
22,"Louisiana",2018,12,"35 TO 64","Female"
22,"Louisiana",2018,51,">= 65","Male"
22,"Louisiana",2018,16,">= 65","Female"
22,"Louisiana",2019,0,"0 TO 4","Male"
22,"Louisiana",2019,0,"0 TO 4","Female"
22,"Louisiana",2019,1,"5 TO 14","Male"
22,"Louisiana",2019,0,"5 TO 14","Female"
22,"Louisiana",2019,64,"15 TO 34","Male"
22,"Louisiana",2019,0,"15 TO 34","Female"
22,"Louisiana",2019,134,"35 TO 64","Male"
22,"Louisiana",2019,17,"35 TO 64","Female"
22,"Louisiana",2019,55,">= 65","Male"
22,"Louisiana",2019,22,">= 65","Female"
22,"Louisiana",2020,0,"0 TO 4","Male"
22,"Louisiana",2020,0,"0 TO 4","Female"
22,"Louisiana",2020,0,"5 TO 14","Male"
22,"Louisiana",2020,0,"5 TO 14","Female"
22,"Louisiana",2020,36,"15 TO 34","Male"
22,"Louisiana",2020,0,"15 TO 34","Female"
22,"Louisiana",2020,91,"35 TO 64","Male"
22,"Louisiana",2020,7,"35 TO 64","Female"
22,"Louisiana",2020,29,">= 65","Male"
22,"Louisiana",2020,9,">= 65","Female"
22,"Louisiana",2021,0,"0 TO 4","Male"
22,"Louisiana",2021,1,"0 TO 4","Female"
22,"Louisiana",2021,1,"5 TO 14","Male"
22,"Louisiana",2021,0,"5 TO 14","Female"
22,"Louisiana",2021,29,"15 TO 34","Male"
22,"Louisiana",2021,2,"15 TO 34","Female"
22,"Louisiana",2021,60,"35 TO 64","Male"
22,"Louisiana",2021,11,"35 TO 64","Female"
22,"Louisiana",2021,46,">= 65","Male"
22,"Louisiana",2021,19,">= 65","Female"
22,"Louisiana",2022,0,"0 TO 4","Male"
22,"Louisiana",2022,0,"0 TO 4","Female"
22,"Louisiana",2022,0,"5 TO 14","Male"
22,"Louisiana",2022,0,"5 TO 14","Female"
22,"Louisiana",2022,40,"15 TO 34","Male"
22,"Louisiana",2022,1,"15 TO 34","Female"
22,"Louisiana",2022,79,"35 TO 64","Male"
22,"Louisiana",2022,17,"35 TO 64","Female"
22,"Louisiana",2022,45,">= 65","Male"
22,"Louisiana",2022,17,">= 65","Female"
23,"Maine",2001,1,"0 TO 4","Male"
23,"Maine",2001,0,"0 TO 4","Female"
23,"Maine",2001,0,"5 TO 14","Male"
23,"Maine",2001,0,"5 TO 14","Female"
23,"Maine",2001,2,"15 TO 34","Male"
23,"Maine",2001,0,"15 TO 34","Female"
23,"Maine",2001,6,"35 TO 64","Male"
23,"Maine",2001,2,"35 TO 64","Female"
23,"Maine",2001,10,">= 65","Male"
23,"Maine",2001,10,">= 65","Female"
23,"Maine",2002,0,"0 TO 4","Male"
23,"Maine",2002,0,"0 TO 4","Female"
23,"Maine",2002,1,"5 TO 14","Male"
23,"Maine",2002,0,"5 TO 14","Female"
23,"Maine",2002,1,"15 TO 34","Male"
23,"Maine",2002,0,"15 TO 34","Female"
23,"Maine",2002,6,"35 TO 64","Male"
23,"Maine",2002,4,"35 TO 64","Female"
23,"Maine",2002,3,">= 65","Male"
23,"Maine",2002,10,">= 65","Female"
23,"Maine",2003,0,"0 TO 4","Male"
23,"Maine",2003,0,"0 TO 4","Female"
23,"Maine",2003,1,"5 TO 14","Male"
23,"Maine",2003,0,"5 TO 14","Female"
23,"Maine",2003,1,"15 TO 34","Male"
23,"Maine",2003,0,"15 TO 34","Female"
23,"Maine",2003,8,"35 TO 64","Male"
23,"Maine",2003,2,"35 TO 64","Female"
23,"Maine",2003,0,">= 65","Male"
23,"Maine",2003,5,">= 65","Female"
23,"Maine",2004,0,"0 TO 4","Male"
23,"Maine",2004,0,"0 TO 4","Female"
23,"Maine",2004,0,"5 TO 14","Male"
23,"Maine",2004,0,"5 TO 14","Female"
23,"Maine",2004,0,"15 TO 34","Male"
23,"Maine",2004,0,"15 TO 34","Female"
23,"Maine",2004,0,"35 TO 64","Male"
23,"Maine",2004,3,"35 TO 64","Female"
23,"Maine",2004,3,">= 65","Male"
23,"Maine",2004,5,">= 65","Female"
23,"Maine",2005,0,"0 TO 4","Male"
23,"Maine",2005,0,"0 TO 4","Female"
23,"Maine",2005,0,"5 TO 14","Male"
23,"Maine",2005,0,"5 TO 14","Female"
23,"Maine",2005,1,"15 TO 34","Male"
23,"Maine",2005,0,"15 TO 34","Female"
23,"Maine",2005,4,"35 TO 64","Male"
23,"Maine",2005,2,"35 TO 64","Female"
23,"Maine",2005,11,">= 65","Male"
23,"Maine",2005,3,">= 65","Female"
23,"Maine",2006,0,"0 TO 4","Male"
23,"Maine",2006,0,"0 TO 4","Female"
23,"Maine",2006,0,"5 TO 14","Male"
23,"Maine",2006,1,"5 TO 14","Female"
23,"Maine",2006,0,"15 TO 34","Male"
23,"Maine",2006,1,"15 TO 34","Female"
23,"Maine",2006,2,"35 TO 64","Male"
23,"Maine",2006,1,"35 TO 64","Female"
23,"Maine",2006,8,">= 65","Male"
23,"Maine",2006,1,">= 65","Female"
23,"Maine",2007,1,"0 TO 4","Male"
23,"Maine",2007,0,"0 TO 4","Female"
23,"Maine",2007,0,"5 TO 14","Male"
23,"Maine",2007,0,"5 TO 14","Female"
23,"Maine",2007,0,"15 TO 34","Male"
23,"Maine",2007,0,"15 TO 34","Female"
23,"Maine",2007,3,"35 TO 64","Male"
23,"Maine",2007,0,"35 TO 64","Female"
23,"Maine",2007,3,">= 65","Male"
23,"Maine",2007,5,">= 65","Female"
23,"Maine",2008,0,"0 TO 4","Male"
23,"Maine",2008,0,"0 TO 4","Female"
23,"Maine",2008,0,"5 TO 14","Male"
23,"Maine",2008,0,"5 TO 14","Female"
23,"Maine",2008,1,"15 TO 34","Male"
23,"Maine",2008,0,"15 TO 34","Female"
23,"Maine",2008,2,"35 TO 64","Male"
23,"Maine",2008,1,"35 TO 64","Female"
23,"Maine",2008,1,">= 65","Male"
23,"Maine",2008,2,">= 65","Female"
23,"Maine",2009,0,"0 TO 4","Male"
23,"Maine",2009,0,"0 TO 4","Female"
23,"Maine",2009,0,"5 TO 14","Male"
23,"Maine",2009,0,"5 TO 14","Female"
23,"Maine",2009,0,"15 TO 34","Male"
23,"Maine",2009,0,"15 TO 34","Female"
23,"Maine",2009,1,"35 TO 64","Male"
23,"Maine",2009,1,"35 TO 64","Female"
23,"Maine",2009,1,">= 65","Male"
23,"Maine",2009,1,">= 65","Female"
23,"Maine",2010,0,"0 TO 4","Male"
23,"Maine",2010,0,"0 TO 4","Female"
23,"Maine",2010,0,"5 TO 14","Male"
23,"Maine",2010,0,"5 TO 14","Female"
23,"Maine",2010,3,"15 TO 34","Male"
23,"Maine",2010,2,"15 TO 34","Female"
23,"Maine",2010,7,"35 TO 64","Male"
23,"Maine",2010,2,"35 TO 64","Female"
23,"Maine",2010,3,">= 65","Male"
23,"Maine",2010,1,">= 65","Female"
23,"Maine",2011,0,"0 TO 4","Male"
23,"Maine",2011,0,"0 TO 4","Female"
23,"Maine",2011,0,"5 TO 14","Male"
23,"Maine",2011,1,"5 TO 14","Female"
23,"Maine",2011,0,"15 TO 34","Male"
23,"Maine",2011,1,"15 TO 34","Female"
23,"Maine",2011,6,"35 TO 64","Male"
23,"Maine",2011,3,"35 TO 64","Female"
23,"Maine",2011,8,">= 65","Male"
23,"Maine",2011,8,">= 65","Female"
23,"Maine",2012,0,"0 TO 4","Male"
23,"Maine",2012,0,"0 TO 4","Female"
23,"Maine",2012,0,"5 TO 14","Male"
23,"Maine",2012,0,"5 TO 14","Female"
23,"Maine",2012,1,"15 TO 34","Male"
23,"Maine",2012,0,"15 TO 34","Female"
23,"Maine",2012,2,"35 TO 64","Male"
23,"Maine",2012,5,"35 TO 64","Female"
23,"Maine",2012,2,">= 65","Male"
23,"Maine",2012,0,">= 65","Female"
23,"Maine",2013,0,"0 TO 4","Male"
23,"Maine",2013,0,"0 TO 4","Female"
23,"Maine",2013,0,"5 TO 14","Male"
23,"Maine",2013,0,"5 TO 14","Female"
23,"Maine",2013,1,"15 TO 34","Male"
23,"Maine",2013,1,"15 TO 34","Female"
23,"Maine",2013,3,"35 TO 64","Male"
23,"Maine",2013,2,"35 TO 64","Female"
23,"Maine",2013,6,">= 65","Male"
23,"Maine",2013,4,">= 65","Female"
23,"Maine",2014,0,"0 TO 4","Male"
23,"Maine",2014,0,"0 TO 4","Female"
23,"Maine",2014,0,"5 TO 14","Male"
23,"Maine",2014,0,"5 TO 14","Female"
23,"Maine",2014,0,"15 TO 34","Male"
23,"Maine",2014,0,"15 TO 34","Female"
23,"Maine",2014,2,"35 TO 64","Male"
23,"Maine",2014,0,"35 TO 64","Female"
23,"Maine",2014,3,">= 65","Male"
23,"Maine",2014,2,">= 65","Female"
23,"Maine",2015,0,"0 TO 4","Male"
23,"Maine",2015,0,"0 TO 4","Female"
23,"Maine",2015,0,"5 TO 14","Male"
23,"Maine",2015,0,"5 TO 14","Female"
23,"Maine",2015,0,"15 TO 34","Male"
23,"Maine",2015,1,"15 TO 34","Female"
23,"Maine",2015,3,"35 TO 64","Male"
23,"Maine",2015,1,"35 TO 64","Female"
23,"Maine",2015,4,">= 65","Male"
23,"Maine",2015,1,">= 65","Female"
23,"Maine",2016,1,"0 TO 4","Male"
23,"Maine",2016,0,"0 TO 4","Female"
23,"Maine",2016,0,"5 TO 14","Male"
23,"Maine",2016,0,"5 TO 14","Female"
23,"Maine",2016,0,"15 TO 34","Male"
23,"Maine",2016,0,"15 TO 34","Female"
23,"Maine",2016,2,"35 TO 64","Male"
23,"Maine",2016,1,"35 TO 64","Female"
23,"Maine",2016,2,">= 65","Male"
23,"Maine",2016,0,">= 65","Female"
23,"Maine",2017,0,"0 TO 4","Male"
23,"Maine",2017,0,"0 TO 4","Female"
23,"Maine",2017,0,"5 TO 14","Male"
23,"Maine",2017,0,"5 TO 14","Female"
23,"Maine",2017,2,"15 TO 34","Male"
23,"Maine",2017,1,"15 TO 34","Female"
23,"Maine",2017,2,"35 TO 64","Male"
23,"Maine",2017,1,"35 TO 64","Female"
23,"Maine",2017,4,">= 65","Male"
23,"Maine",2017,0,">= 65","Female"
23,"Maine",2018,0,"0 TO 4","Male"
23,"Maine",2018,0,"0 TO 4","Female"
23,"Maine",2018,0,"5 TO 14","Male"
23,"Maine",2018,0,"5 TO 14","Female"
23,"Maine",2018,4,"15 TO 34","Male"
23,"Maine",2018,1,"15 TO 34","Female"
23,"Maine",2018,6,"35 TO 64","Male"
23,"Maine",2018,1,"35 TO 64","Female"
23,"Maine",2018,9,">= 65","Male"
23,"Maine",2018,4,">= 65","Female"
23,"Maine",2019,0,"0 TO 4","Male"
23,"Maine",2019,0,"0 TO 4","Female"
23,"Maine",2019,0,"5 TO 14","Male"
23,"Maine",2019,0,"5 TO 14","Female"
23,"Maine",2019,1,"15 TO 34","Male"
23,"Maine",2019,0,"15 TO 34","Female"
23,"Maine",2019,2,"35 TO 64","Male"
23,"Maine",2019,1,"35 TO 64","Female"
23,"Maine",2019,3,">= 65","Male"
23,"Maine",2019,1,">= 65","Female"
23,"Maine",2020,0,"0 TO 4","Male"
23,"Maine",2020,0,"0 TO 4","Female"
23,"Maine",2020,0,"5 TO 14","Male"
23,"Maine",2020,0,"5 TO 14","Female"
23,"Maine",2020,1,"15 TO 34","Male"
23,"Maine",2020,1,"15 TO 34","Female"
23,"Maine",2020,6,"35 TO 64","Male"
23,"Maine",2020,0,"35 TO 64","Female"
23,"Maine",2020,6,">= 65","Male"
23,"Maine",2020,2,">= 65","Female"
23,"Maine",2021,1,"0 TO 4","Male"
23,"Maine",2021,0,"0 TO 4","Female"
23,"Maine",2021,0,"5 TO 14","Male"
23,"Maine",2021,0,"5 TO 14","Female"
23,"Maine",2021,1,"15 TO 34","Male"
23,"Maine",2021,0,"15 TO 34","Female"
23,"Maine",2021,5,"35 TO 64","Male"
23,"Maine",2021,1,"35 TO 64","Female"
23,"Maine",2021,3,">= 65","Male"
23,"Maine",2021,2,">= 65","Female"
23,"Maine",2022,0,"0 TO 4","Male"
23,"Maine",2022,0,"0 TO 4","Female"
23,"Maine",2022,0,"5 TO 14","Male"
23,"Maine",2022,0,"5 TO 14","Female"
23,"Maine",2022,0,"15 TO 34","Male"
23,"Maine",2022,0,"15 TO 34","Female"
23,"Maine",2022,2,"35 TO 64","Male"
23,"Maine",2022,0,"35 TO 64","Female"
23,"Maine",2022,3,">= 65","Male"
23,"Maine",2022,5,">= 65","Female"
24,"Maryland",2000,0,"0 TO 4","Male"
24,"Maryland",2000,1,"0 TO 4","Female"
24,"Maryland",2000,1,"5 TO 14","Male"
24,"Maryland",2000,0,"5 TO 14","Female"
24,"Maryland",2000,8,"15 TO 34","Male"
24,"Maryland",2000,1,"15 TO 34","Female"
24,"Maryland",2000,12,"35 TO 64","Male"
24,"Maryland",2000,6,"35 TO 64","Female"
24,"Maryland",2000,15,">= 65","Male"
24,"Maryland",2000,10,">= 65","Female"
24,"Maryland",2001,1,"0 TO 4","Male"
24,"Maryland",2001,0,"0 TO 4","Female"
24,"Maryland",2001,0,"5 TO 14","Male"
24,"Maryland",2001,0,"5 TO 14","Female"
24,"Maryland",2001,10,"15 TO 34","Male"
24,"Maryland",2001,2,"15 TO 34","Female"
24,"Maryland",2001,33,"35 TO 64","Male"
24,"Maryland",2001,6,"35 TO 64","Female"
24,"Maryland",2001,17,">= 65","Male"
24,"Maryland",2001,21,">= 65","Female"
24,"Maryland",2002,1,"0 TO 4","Male"
24,"Maryland",2002,0,"0 TO 4","Female"
24,"Maryland",2002,0,"5 TO 14","Male"
24,"Maryland",2002,1,"5 TO 14","Female"
24,"Maryland",2002,22,"15 TO 34","Male"
24,"Maryland",2002,3,"15 TO 34","Female"
24,"Maryland",2002,54,"35 TO 64","Male"
24,"Maryland",2002,18,"35 TO 64","Female"
24,"Maryland",2002,34,">= 65","Male"
24,"Maryland",2002,37,">= 65","Female"
24,"Maryland",2003,0,"0 TO 4","Male"
24,"Maryland",2003,0,"0 TO 4","Female"
24,"Maryland",2003,0,"5 TO 14","Male"
24,"Maryland",2003,1,"5 TO 14","Female"
24,"Maryland",2003,14,"15 TO 34","Male"
24,"Maryland",2003,0,"15 TO 34","Female"
24,"Maryland",2003,20,"35 TO 64","Male"
24,"Maryland",2003,4,"35 TO 64","Female"
24,"Maryland",2003,22,">= 65","Male"
24,"Maryland",2003,16,">= 65","Female"
24,"Maryland",2004,1,"0 TO 4","Male"
24,"Maryland",2004,0,"0 TO 4","Female"
24,"Maryland",2004,1,"5 TO 14","Male"
24,"Maryland",2004,0,"5 TO 14","Female"
24,"Maryland",2004,9,"15 TO 34","Male"
24,"Maryland",2004,3,"15 TO 34","Female"
24,"Maryland",2004,29,"35 TO 64","Male"
24,"Maryland",2004,6,"35 TO 64","Female"
24,"Maryland",2004,21,">= 65","Male"
24,"Maryland",2004,9,">= 65","Female"
24,"Maryland",2005,2,"0 TO 4","Male"
24,"Maryland",2005,0,"0 TO 4","Female"
24,"Maryland",2005,2,"5 TO 14","Male"
24,"Maryland",2005,0,"5 TO 14","Female"
24,"Maryland",2005,29,"15 TO 34","Male"
24,"Maryland",2005,1,"15 TO 34","Female"
24,"Maryland",2005,69,"35 TO 64","Male"
24,"Maryland",2005,17,"35 TO 64","Female"
24,"Maryland",2005,37,">= 65","Male"
24,"Maryland",2005,41,">= 65","Female"
24,"Maryland",2006,0,"0 TO 4","Male"
24,"Maryland",2006,0,"0 TO 4","Female"
24,"Maryland",2006,3,"5 TO 14","Male"
24,"Maryland",2006,0,"5 TO 14","Female"
24,"Maryland",2006,19,"15 TO 34","Male"
24,"Maryland",2006,2,"15 TO 34","Female"
24,"Maryland",2006,85,"35 TO 64","Male"
24,"Maryland",2006,21,"35 TO 64","Female"
24,"Maryland",2006,37,">= 65","Male"
24,"Maryland",2006,32,">= 65","Female"
24,"Maryland",2007,0,"0 TO 4","Male"
24,"Maryland",2007,0,"0 TO 4","Female"
24,"Maryland",2007,1,"5 TO 14","Male"
24,"Maryland",2007,0,"5 TO 14","Female"
24,"Maryland",2007,12,"15 TO 34","Male"
24,"Maryland",2007,4,"15 TO 34","Female"
24,"Maryland",2007,46,"35 TO 64","Male"
24,"Maryland",2007,12,"35 TO 64","Female"
24,"Maryland",2007,33,">= 65","Male"
24,"Maryland",2007,22,">= 65","Female"
24,"Maryland",2008,0,"0 TO 4","Male"
24,"Maryland",2008,0,"0 TO 4","Female"
24,"Maryland",2008,2,"5 TO 14","Male"
24,"Maryland",2008,2,"5 TO 14","Female"
24,"Maryland",2008,16,"15 TO 34","Male"
24,"Maryland",2008,3,"15 TO 34","Female"
