"StateFIPS","State","Year","ER.Visits","Age_Group","Sex"
21,"Kentucky",2017,105,">= 65","Male"
21,"Kentucky",2017,46,">= 65","Female"
21,"Kentucky",2018,11,"0 TO 4","Male"
21,"Kentucky",2018,3,"0 TO 4","Female"
21,"Kentucky",2018,57,"5 TO 14","Male"
21,"Kentucky",2018,39,"5 TO 14","Female"
21,"Kentucky",2018,532,"15 TO 34","Male"
21,"Kentucky",2018,187,"15 TO 34","Female"
21,"Kentucky",2018,741,"35 TO 64","Male"
21,"Kentucky",2018,244,"35 TO 64","Female"
21,"Kentucky",2018,199,">= 65","Male"
21,"Kentucky",2018,93,">= 65","Female"
21,"Kentucky",2019,12,"0 TO 4","Male"
21,"Kentucky",2019,8,"0 TO 4","Female"
21,"Kentucky",2019,66,"5 TO 14","Male"
21,"Kentucky",2019,49,"5 TO 14","Female"
21,"Kentucky",2019,413,"15 TO 34","Male"
21,"Kentucky",2019,167,"15 TO 34","Female"
21,"Kentucky",2019,650,"35 TO 64","Male"
21,"Kentucky",2019,236,"35 TO 64","Female"
21,"Kentucky",2019,184,">= 65","Male"
21,"Kentucky",2019,96,">= 65","Female"
21,"Kentucky",2020,7,"0 TO 4","Male"
21,"Kentucky",2020,4,"0 TO 4","Female"
21,"Kentucky",2020,16,"5 TO 14","Male"
21,"Kentucky",2020,17,"5 TO 14","Female"
21,"Kentucky",2020,281,"15 TO 34","Male"
21,"Kentucky",2020,101,"15 TO 34","Female"
21,"Kentucky",2020,468,"35 TO 64","Male"
21,"Kentucky",2020,142,"35 TO 64","Female"
21,"Kentucky",2020,118,">= 65","Male"
21,"Kentucky",2020,60,">= 65","Female"
21,"Kentucky",2021,2,"0 TO 4","Male"
21,"Kentucky",2021,2,"0 TO 4","Female"
21,"Kentucky",2021,17,"5 TO 14","Male"
21,"Kentucky",2021,17,"5 TO 14","Female"
21,"Kentucky",2021,306,"15 TO 34","Male"
21,"Kentucky",2021,111,"15 TO 34","Female"
21,"Kentucky",2021,467,"35 TO 64","Male"
21,"Kentucky",2021,143,"35 TO 64","Female"
21,"Kentucky",2021,139,">= 65","Male"
21,"Kentucky",2021,70,">= 65","Female"
21,"Kentucky",2022,10,"0 TO 4","Male"
21,"Kentucky",2022,12,"0 TO 4","Female"
21,"Kentucky",2022,51,"5 TO 14","Male"
21,"Kentucky",2022,32,"5 TO 14","Female"
21,"Kentucky",2022,464,"15 TO 34","Male"
21,"Kentucky",2022,172,"15 TO 34","Female"
21,"Kentucky",2022,628,"35 TO 64","Male"
21,"Kentucky",2022,201,"35 TO 64","Female"
21,"Kentucky",2022,182,">= 65","Male"
21,"Kentucky",2022,90,">= 65","Female"
22,"Louisiana",2010,16,"0 TO 4","Male"
22,"Louisiana",2010,13,"0 TO 4","Female"
22,"Louisiana",2010,59,"5 TO 14","Male"
22,"Louisiana",2010,38,"5 TO 14","Female"
22,"Louisiana",2010,787,"15 TO 34","Male"
22,"Louisiana",2010,130,"15 TO 34","Female"
22,"Louisiana",2010,912,"35 TO 64","Male"
22,"Louisiana",2010,149,"35 TO 64","Female"
22,"Louisiana",2010,179,">= 65","Male"
22,"Louisiana",2010,90,">= 65","Female"
22,"Louisiana",2011,11,"0 TO 4","Male"
22,"Louisiana",2011,11,"0 TO 4","Female"
22,"Louisiana",2011,91,"5 TO 14","Male"
22,"Louisiana",2011,50,"5 TO 14","Female"
22,"Louisiana",2011,915,"15 TO 34","Male"
22,"Louisiana",2011,180,"15 TO 34","Female"
22,"Louisiana",2011,225,"35 TO 64","Female"
22,"Louisiana",2011,218,">= 65","Male"
22,"Louisiana",2011,109,">= 65","Female"
22,"Louisiana",2012,12,"0 TO 4","Male"
22,"Louisiana",2012,9,"0 TO 4","Female"
22,"Louisiana",2012,53,"5 TO 14","Male"
22,"Louisiana",2012,31,"5 TO 14","Female"
22,"Louisiana",2012,772,"15 TO 34","Male"
22,"Louisiana",2012,142,"15 TO 34","Female"
22,"Louisiana",2012,881,"35 TO 64","Male"
22,"Louisiana",2012,178,"35 TO 64","Female"
22,"Louisiana",2012,165,">= 65","Male"
22,"Louisiana",2012,84,">= 65","Female"
22,"Louisiana",2013,5,"0 TO 4","Male"
22,"Louisiana",2013,9,"0 TO 4","Female"
22,"Louisiana",2013,57,"5 TO 14","Male"
22,"Louisiana",2013,27,"5 TO 14","Female"
22,"Louisiana",2013,761,"15 TO 34","Male"
22,"Louisiana",2013,112,"15 TO 34","Female"
22,"Louisiana",2013,883,"35 TO 64","Male"
22,"Louisiana",2013,136,"35 TO 64","Female"
22,"Louisiana",2013,167,">= 65","Male"
22,"Louisiana",2013,70,">= 65","Female"
22,"Louisiana",2014,14,"0 TO 4","Male"
22,"Louisiana",2014,8,"0 TO 4","Female"
22,"Louisiana",2014,55,"5 TO 14","Male"
22,"Louisiana",2014,36,"5 TO 14","Female"
22,"Louisiana",2014,891,"15 TO 34","Male"
22,"Louisiana",2014,109,"15 TO 34","Female"
22,"Louisiana",2014,855,"35 TO 64","Male"
22,"Louisiana",2014,134,"35 TO 64","Female"
22,"Louisiana",2014,156,">= 65","Male"
22,"Louisiana",2014,63,">= 65","Female"
22,"Louisiana",2015,13,"0 TO 4","Male"
22,"Louisiana",2015,7,"0 TO 4","Female"
22,"Louisiana",2015,70,"5 TO 14","Male"
22,"Louisiana",2015,40,"5 TO 14","Female"
22,"Louisiana",2015,968,"15 TO 34","Male"
22,"Louisiana",2015,143,"15 TO 34","Female"
22,"Louisiana",2015,191,"35 TO 64","Female"
22,"Louisiana",2015,225,">= 65","Male"
22,"Louisiana",2015,86,">= 65","Female"
22,"Louisiana",2016,7,"0 TO 4","Male"
22,"Louisiana",2016,12,"0 TO 4","Female"
22,"Louisiana",2016,67,"5 TO 14","Male"
22,"Louisiana",2016,41,"5 TO 14","Female"
22,"Louisiana",2016,907,"15 TO 34","Male"
22,"Louisiana",2016,182,"15 TO 34","Female"
22,"Louisiana",2016,237,"35 TO 64","Female"
22,"Louisiana",2016,234,">= 65","Male"
22,"Louisiana",2016,81,">= 65","Female"
22,"Louisiana",2017,7,"0 TO 4","Male"
22,"Louisiana",2017,9,"0 TO 4","Female"
22,"Louisiana",2017,51,"5 TO 14","Male"
22,"Louisiana",2017,29,"5 TO 14","Female"
22,"Louisiana",2017,556,"15 TO 34","Male"
22,"Louisiana",2017,122,"15 TO 34","Female"
22,"Louisiana",2017,750,"35 TO 64","Male"
22,"Louisiana",2017,136,"35 TO 64","Female"
22,"Louisiana",2017,194,">= 65","Male"
22,"Louisiana",2017,57,">= 65","Female"
22,"Louisiana",2018,10,"0 TO 4","Male"
22,"Louisiana",2018,7,"0 TO 4","Female"
22,"Louisiana",2018,87,"5 TO 14","Male"
22,"Louisiana",2018,50,"5 TO 14","Female"
22,"Louisiana",2018,889,"15 TO 34","Male"
22,"Louisiana",2018,197,"15 TO 34","Female"
22,"Louisiana",2018,217,"35 TO 64","Female"
22,"Louisiana",2018,277,">= 65","Male"
22,"Louisiana",2018,113,">= 65","Female"
22,"Louisiana",2019,9,"0 TO 4","Male"
22,"Louisiana",2019,7,"0 TO 4","Female"
22,"Louisiana",2019,62,"5 TO 14","Male"
22,"Louisiana",2019,40,"5 TO 14","Female"
22,"Louisiana",2019,974,"15 TO 34","Male"
22,"Louisiana",2019,213,"15 TO 34","Female"
22,"Louisiana",2019,284,"35 TO 64","Female"
22,"Louisiana",2019,323,">= 65","Male"
22,"Louisiana",2019,118,">= 65","Female"
22,"Louisiana",2020,6,"0 TO 4","Male"
22,"Louisiana",2020,1,"0 TO 4","Female"
22,"Louisiana",2020,19,"5 TO 14","Male"
22,"Louisiana",2020,23,"5 TO 14","Female"
22,"Louisiana",2020,647,"15 TO 34","Male"
22,"Louisiana",2020,113,"15 TO 34","Female"
22,"Louisiana",2020,164,"35 TO 64","Female"
22,"Louisiana",2020,262,">= 65","Male"
22,"Louisiana",2020,110,">= 65","Female"
22,"Louisiana",2021,7,"0 TO 4","Male"
22,"Louisiana",2021,9,"0 TO 4","Female"
22,"Louisiana",2021,25,"5 TO 14","Male"
22,"Louisiana",2021,12,"5 TO 14","Female"
22,"Louisiana",2021,478,"15 TO 34","Male"
22,"Louisiana",2021,113,"15 TO 34","Female"
22,"Louisiana",2021,769,"35 TO 64","Male"
22,"Louisiana",2021,150,"35 TO 64","Female"
22,"Louisiana",2021,259,">= 65","Male"
22,"Louisiana",2021,107,">= 65","Female"
22,"Louisiana",2022,10,"0 TO 4","Male"
22,"Louisiana",2022,12,"0 TO 4","Female"
22,"Louisiana",2022,56,"5 TO 14","Male"
22,"Louisiana",2022,26,"5 TO 14","Female"
22,"Louisiana",2022,509,"15 TO 34","Male"
22,"Louisiana",2022,146,"15 TO 34","Female"
22,"Louisiana",2022,725,"35 TO 64","Male"
22,"Louisiana",2022,157,"35 TO 64","Female"
22,"Louisiana",2022,211,">= 65","Male"
22,"Louisiana",2022,103,">= 65","Female"
23,"Maine",2001,2,"0 TO 4","Male"
23,"Maine",2001,3,"0 TO 4","Female"
23,"Maine",2001,7,"5 TO 14","Male"
23,"Maine",2001,8,"5 TO 14","Female"
23,"Maine",2001,72,"15 TO 34","Male"
23,"Maine",2001,40,"15 TO 34","Female"
23,"Maine",2001,69,"35 TO 64","Male"
23,"Maine",2001,37,"35 TO 64","Female"
23,"Maine",2001,23,">= 65","Male"
23,"Maine",2001,24,">= 65","Female"
23,"Maine",2002,0,"0 TO 4","Male"
23,"Maine",2002,2,"0 TO 4","Female"
23,"Maine",2002,6,"5 TO 14","Male"
23,"Maine",2002,9,"5 TO 14","Female"
23,"Maine",2002,73,"15 TO 34","Male"
23,"Maine",2002,44,"15 TO 34","Female"
23,"Maine",2002,68,"35 TO 64","Male"
23,"Maine",2002,39,"35 TO 64","Female"
23,"Maine",2002,21,">= 65","Male"
23,"Maine",2002,30,">= 65","Female"
23,"Maine",2003,2,"0 TO 4","Male"
23,"Maine",2003,4,"0 TO 4","Female"
23,"Maine",2003,5,"5 TO 14","Male"
23,"Maine",2003,18,"5 TO 14","Female"
23,"Maine",2003,45,"15 TO 34","Male"
23,"Maine",2003,29,"15 TO 34","Female"
23,"Maine",2003,35,"35 TO 64","Male"
23,"Maine",2003,21,"35 TO 64","Female"
23,"Maine",2003,12,">= 65","Male"
23,"Maine",2003,15,">= 65","Female"
23,"Maine",2004,2,"0 TO 4","Male"
23,"Maine",2004,0,"0 TO 4","Female"
23,"Maine",2004,4,"5 TO 14","Male"
23,"Maine",2004,6,"5 TO 14","Female"
23,"Maine",2004,32,"15 TO 34","Male"
23,"Maine",2004,17,"15 TO 34","Female"
23,"Maine",2004,24,"35 TO 64","Male"
23,"Maine",2004,15,"35 TO 64","Female"
23,"Maine",2004,12,">= 65","Male"
23,"Maine",2004,12,">= 65","Female"
23,"Maine",2005,1,"0 TO 4","Male"
23,"Maine",2005,4,"0 TO 4","Female"
23,"Maine",2005,10,"5 TO 14","Male"
23,"Maine",2005,5,"5 TO 14","Female"
23,"Maine",2005,60,"15 TO 34","Male"
23,"Maine",2005,32,"15 TO 34","Female"
23,"Maine",2005,69,"35 TO 64","Male"
23,"Maine",2005,36,"35 TO 64","Female"
23,"Maine",2005,22,">= 65","Male"
23,"Maine",2005,20,">= 65","Female"
23,"Maine",2006,1,"0 TO 4","Male"
23,"Maine",2006,1,"0 TO 4","Female"
23,"Maine",2006,4,"5 TO 14","Male"
23,"Maine",2006,6,"5 TO 14","Female"
23,"Maine",2006,40,"15 TO 34","Male"
23,"Maine",2006,26,"15 TO 34","Female"
23,"Maine",2006,39,"35 TO 64","Male"
23,"Maine",2006,20,"35 TO 64","Female"
23,"Maine",2006,23,">= 65","Male"
23,"Maine",2006,17,">= 65","Female"
23,"Maine",2007,3,"0 TO 4","Male"
23,"Maine",2007,1,"0 TO 4","Female"
23,"Maine",2007,7,"5 TO 14","Male"
23,"Maine",2007,6,"5 TO 14","Female"
23,"Maine",2007,45,"15 TO 34","Male"
23,"Maine",2007,24,"15 TO 34","Female"
23,"Maine",2007,42,"35 TO 64","Male"
23,"Maine",2007,15,"35 TO 64","Female"
23,"Maine",2007,16,">= 65","Male"
23,"Maine",2007,15,">= 65","Female"
23,"Maine",2008,1,"0 TO 4","Male"
23,"Maine",2008,0,"0 TO 4","Female"
23,"Maine",2008,2,"5 TO 14","Male"
23,"Maine",2008,5,"5 TO 14","Female"
23,"Maine",2008,21,"15 TO 34","Male"
23,"Maine",2008,10,"15 TO 34","Female"
23,"Maine",2008,26,"35 TO 64","Male"
23,"Maine",2008,13,"35 TO 64","Female"
23,"Maine",2008,11,">= 65","Male"
23,"Maine",2008,7,">= 65","Female"
23,"Maine",2009,3,"0 TO 4","Male"
23,"Maine",2009,2,"0 TO 4","Female"
23,"Maine",2009,6,"5 TO 14","Male"
23,"Maine",2009,5,"5 TO 14","Female"
23,"Maine",2009,30,"15 TO 34","Male"
23,"Maine",2009,20,"15 TO 34","Female"
23,"Maine",2009,36,"35 TO 64","Male"
23,"Maine",2009,15,"35 TO 64","Female"
23,"Maine",2009,10,">= 65","Male"
23,"Maine",2009,11,">= 65","Female"
23,"Maine",2010,4,"0 TO 4","Male"
23,"Maine",2010,2,"0 TO 4","Female"
23,"Maine",2010,8,"5 TO 14","Male"
23,"Maine",2010,7,"5 TO 14","Female"
23,"Maine",2010,63,"15 TO 34","Male"
23,"Maine",2010,41,"15 TO 34","Female"
23,"Maine",2010,72,"35 TO 64","Male"
23,"Maine",2010,44,"35 TO 64","Female"
23,"Maine",2010,25,">= 65","Male"
23,"Maine",2010,33,">= 65","Female"
23,"Maine",2011,2,"0 TO 4","Male"
23,"Maine",2011,0,"0 TO 4","Female"
23,"Maine",2011,9,"5 TO 14","Male"
23,"Maine",2011,4,"5 TO 14","Female"
23,"Maine",2011,43,"15 TO 34","Male"
23,"Maine",2011,36,"15 TO 34","Female"
23,"Maine",2011,70,"35 TO 64","Male"
23,"Maine",2011,39,"35 TO 64","Female"
23,"Maine",2011,26,">= 65","Male"
23,"Maine",2011,24,">= 65","Female"
23,"Maine",2012,0,"0 TO 4","Male"
23,"Maine",2012,0,"0 TO 4","Female"
23,"Maine",2012,0,"5 TO 14","Male"
23,"Maine",2012,0,"5 TO 14","Female"
23,"Maine",2012,1,"15 TO 34","Male"
23,"Maine",2012,0,"15 TO 34","Female"
23,"Maine",2012,2,"35 TO 64","Male"
23,"Maine",2012,5,"35 TO 64","Female"
23,"Maine",2012,2,">= 65","Male"
23,"Maine",2012,0,">= 65","Female"
23,"Maine",2013,0,"0 TO 4","Male"
23,"Maine",2013,0,"0 TO 4","Female"
23,"Maine",2013,0,"5 TO 14","Male"
23,"Maine",2013,0,"5 TO 14","Female"
23,"Maine",2013,1,"15 TO 34","Male"
23,"Maine",2013,1,"15 TO 34","Female"
23,"Maine",2013,2,"35 TO 64","Male"
23,"Maine",2013,2,"35 TO 64","Female"
23,"Maine",2013,3,">= 65","Male"
23,"Maine",2013,2,">= 65","Female"
23,"Maine",2014,0,"0 TO 4","Male"
23,"Maine",2014,0,"0 TO 4","Female"
23,"Maine",2014,0,"5 TO 14","Male"
23,"Maine",2014,0,"5 TO 14","Female"
23,"Maine",2014,0,"15 TO 34","Male"
23,"Maine",2014,0,"15 TO 34","Female"
23,"Maine",2014,2,"35 TO 64","Male"
23,"Maine",2014,0,"35 TO 64","Female"
23,"Maine",2014,1,">= 65","Male"
23,"Maine",2014,1,">= 65","Female"
23,"Maine",2015,2,"0 TO 4","Male"
23,"Maine",2015,1,"0 TO 4","Female"
23,"Maine",2015,6,"5 TO 14","Male"
23,"Maine",2015,9,"5 TO 14","Female"
23,"Maine",2015,44,"15 TO 34","Male"
23,"Maine",2015,25,"15 TO 34","Female"
23,"Maine",2015,52,"35 TO 64","Male"
23,"Maine",2015,19,"35 TO 64","Female"
23,"Maine",2015,29,">= 65","Male"
23,"Maine",2015,13,">= 65","Female"
23,"Maine",2016,5,"0 TO 4","Male"
23,"Maine",2016,0,"0 TO 4","Female"
23,"Maine",2016,6,"5 TO 14","Male"
23,"Maine",2016,4,"5 TO 14","Female"
23,"Maine",2016,36,"15 TO 34","Male"
23,"Maine",2016,18,"15 TO 34","Female"
23,"Maine",2016,48,"35 TO 64","Male"
23,"Maine",2016,25,"35 TO 64","Female"
23,"Maine",2016,24,">= 65","Male"
23,"Maine",2016,19,">= 65","Female"
23,"Maine",2017,1,"0 TO 4","Male"
23,"Maine",2017,0,"0 TO 4","Female"
23,"Maine",2017,10,"5 TO 14","Male"
23,"Maine",2017,7,"5 TO 14","Female"
23,"Maine",2017,48,"15 TO 34","Male"
23,"Maine",2017,27,"15 TO 34","Female"
23,"Maine",2017,42,"35 TO 64","Male"
23,"Maine",2017,22,"35 TO 64","Female"
23,"Maine",2017,29,">= 65","Male"
23,"Maine",2017,13,">= 65","Female"
23,"Maine",2018,2,"0 TO 4","Male"
23,"Maine",2018,2,"0 TO 4","Female"
23,"Maine",2018,9,"5 TO 14","Male"
23,"Maine",2018,13,"5 TO 14","Female"
23,"Maine",2018,68,"15 TO 34","Male"
23,"Maine",2018,46,"15 TO 34","Female"
23,"Maine",2018,67,"35 TO 64","Male"
23,"Maine",2018,39,"35 TO 64","Female"
23,"Maine",2018,39,">= 65","Male"
23,"Maine",2018,36,">= 65","Female"
23,"Maine",2019,1,"0 TO 4","Male"
23,"Maine",2019,0,"0 TO 4","Female"
23,"Maine",2019,6,"5 TO 14","Male"
23,"Maine",2019,4,"5 TO 14","Female"
23,"Maine",2019,43,"15 TO 34","Male"
23,"Maine",2019,35,"15 TO 34","Female"
23,"Maine",2019,52,"35 TO 64","Male"
23,"Maine",2019,34,"35 TO 64","Female"
23,"Maine",2019,34,">= 65","Male"
23,"Maine",2019,24,">= 65","Female"
23,"Maine",2020,2,"0 TO 4","Male"
23,"Maine",2020,2,"0 TO 4","Female"
23,"Maine",2020,6,"5 TO 14","Male"
23,"Maine",2020,3,"5 TO 14","Female"
23,"Maine",2020,57,"15 TO 34","Male"
23,"Maine",2020,30,"15 TO 34","Female"
23,"Maine",2020,54,"35 TO 64","Male"
23,"Maine",2020,19,"35 TO 64","Female"
23,"Maine",2020,30,">= 65","Male"
23,"Maine",2020,25,">= 65","Female"
23,"Maine",2021,0,"0 TO 4","Male"
23,"Maine",2021,5,"0 TO 4","Female"
23,"Maine",2021,4,"5 TO 14","Male"
23,"Maine",2021,2,"5 TO 14","Female"
23,"Maine",2021,59,"15 TO 34","Male"
23,"Maine",2021,34,"15 TO 34","Female"
23,"Maine",2021,62,"35 TO 64","Male"
23,"Maine",2021,28,"35 TO 64","Female"
23,"Maine",2021,35,">= 65","Male"
23,"Maine",2021,14,">= 65","Female"
23,"Maine",2022,1,"0 TO 4","Male"
23,"Maine",2022,1,"0 TO 4","Female"
23,"Maine",2022,9,"5 TO 14","Male"
23,"Maine",2022,7,"5 TO 14","Female"
23,"Maine",2022,30,"15 TO 34","Male"
23,"Maine",2022,33,"15 TO 34","Female"
23,"Maine",2022,69,"35 TO 64","Male"
23,"Maine",2022,31,"35 TO 64","Female"
23,"Maine",2022,32,">= 65","Male"
23,"Maine",2022,27,">= 65","Female"
24,"Maryland",2000,4,"0 TO 4","Male"
24,"Maryland",2000,3,"0 TO 4","Female"
24,"Maryland",2000,16,"5 TO 14","Male"
24,"Maryland",2000,24,"5 TO 14","Female"
24,"Maryland",2000,74,"15 TO 34","Male"
24,"Maryland",2000,59,"15 TO 34","Female"
24,"Maryland",2000,99,"35 TO 64","Male"
24,"Maryland",2000,51,"35 TO 64","Female"
24,"Maryland",2000,27,">= 65","Male"
24,"Maryland",2000,20,">= 65","Female"
24,"Maryland",2001,4,"0 TO 4","Male"
24,"Maryland",2001,3,"0 TO 4","Female"
24,"Maryland",2001,23,"5 TO 14","Male"
24,"Maryland",2001,27,"5 TO 14","Female"
24,"Maryland",2001,165,"15 TO 34","Male"
24,"Maryland",2001,85,"15 TO 34","Female"
24,"Maryland",2001,140,"35 TO 64","Male"
24,"Maryland",2001,91,"35 TO 64","Female"
24,"Maryland",2001,19,">= 65","Male"
24,"Maryland",2001,29,">= 65","Female"
24,"Maryland",2002,5,"0 TO 4","Male"
24,"Maryland",2002,9,"0 TO 4","Female"
24,"Maryland",2002,46,"5 TO 14","Male"
24,"Maryland",2002,38,"5 TO 14","Female"
24,"Maryland",2002,231,"15 TO 34","Male"
24,"Maryland",2002,119,"15 TO 34","Female"
24,"Maryland",2002,215,"35 TO 64","Male"
24,"Maryland",2002,101,"35 TO 64","Female"
24,"Maryland",2002,55,">= 65","Male"
24,"Maryland",2002,53,">= 65","Female"
24,"Maryland",2003,3,"0 TO 4","Male"
24,"Maryland",2003,1,"0 TO 4","Female"
24,"Maryland",2003,26,"5 TO 14","Male"
24,"Maryland",2003,13,"5 TO 14","Female"
24,"Maryland",2003,114,"15 TO 34","Male"
24,"Maryland",2003,60,"15 TO 34","Female"
24,"Maryland",2003,133,"35 TO 64","Male"
24,"Maryland",2003,47,"35 TO 64","Female"
24,"Maryland",2003,33,">= 65","Male"
24,"Maryland",2003,26,">= 65","Female"
24,"Maryland",2004,3,"0 TO 4","Male"
24,"Maryland",2004,5,"0 TO 4","Female"
24,"Maryland",2004,22,"5 TO 14","Male"
24,"Maryland",2004,17,"5 TO 14","Female"
24,"Maryland",2004,96,"15 TO 34","Male"
24,"Maryland",2004,68,"15 TO 34","Female"
24,"Maryland",2004,111,"35 TO 64","Male"
24,"Maryland",2004,50,"35 TO 64","Female"
24,"Maryland",2004,36,">= 65","Male"
24,"Maryland",2004,22,">= 65","Female"
24,"Maryland",2005,7,"0 TO 4","Male"
24,"Maryland",2005,5,"0 TO 4","Female"
24,"Maryland",2005,39,"5 TO 14","Male"
24,"Maryland",2005,41,"5 TO 14","Female"
24,"Maryland",2005,245,"15 TO 34","Male"
24,"Maryland",2005,124,"15 TO 34","Female"
24,"Maryland",2005,250,"35 TO 64","Male"
24,"Maryland",2005,111,"35 TO 64","Female"
24,"Maryland",2005,57,">= 65","Male"
24,"Maryland",2005,50,">= 65","Female"
24,"Maryland",2006,8,"0 TO 4","Male"
24,"Maryland",2006,13,"0 TO 4","Female"
24,"Maryland",2006,36,"5 TO 14","Male"
24,"Maryland",2006,23,"5 TO 14","Female"
24,"Maryland",2006,189,"15 TO 34","Male"
24,"Maryland",2006,102,"15 TO 34","Female"
24,"Maryland",2006,236,"35 TO 64","Male"
24,"Maryland",2006,95,"35 TO 64","Female"
24,"Maryland",2006,62,">= 65","Male"
24,"Maryland",2006,50,">= 65","Female"
24,"Maryland",2007,5,"0 TO 4","Male"
24,"Maryland",2007,11,"0 TO 4","Female"
24,"Maryland",2007,53,"5 TO 14","Male"
24,"Maryland",2007,16,"5 TO 14","Female"
24,"Maryland",2007,158,"15 TO 34","Male"
24,"Maryland",2007,97,"15 TO 34","Female"
24,"Maryland",2007,186,"35 TO 64","Male"
24,"Maryland",2007,60,"35 TO 64","Female"
24,"Maryland",2007,47,">= 65","Male"
24,"Maryland",2007,29,">= 65","Female"
24,"Maryland",2008,6,"0 TO 4","Male"
24,"Maryland",2008,10,"0 TO 4","Female"
24,"Maryland",2008,39,"5 TO 14","Male"
24,"Maryland",2008,26,"5 TO 14","Female"
24,"Maryland",2008,191,"15 TO 34","Male"
24,"Maryland",2008,95,"15 TO 34","Female"
24,"Maryland",2008,170,"35 TO 64","Male"
24,"Maryland",2008,101,"35 TO 64","Female"
24,"Maryland",2008,37,">= 65","Male"
24,"Maryland",2008,39,">= 65","Female"
24,"Maryland",2009,12,"0 TO 4","Male"
24,"Maryland",2009,6,"0 TO 4","Female"
24,"Maryland",2009,27,"5 TO 14","Male"
24,"Maryland",2009,19,"5 TO 14","Female"
24,"Maryland",2009,107,"15 TO 34","Male"
24,"Maryland",2009,42,"15 TO 34","Female"
24,"Maryland",2009,106,"35 TO 64","Male"
24,"Maryland",2009,43,"35 TO 64","Female"
24,"Maryland",2009,26,">= 65","Male"
24,"Maryland",2009,19,">= 65","Female"
24,"Maryland",2010,6,"0 TO 4","Male"
24,"Maryland",2010,12,"0 TO 4","Female"
24,"Maryland",2010,49,"5 TO 14","Male"
24,"Maryland",2010,49,"5 TO 14","Female"
24,"Maryland",2010,291,"15 TO 34","Male"
24,"Maryland",2010,148,"15 TO 34","Female"
24,"Maryland",2010,421,"35 TO 64","Male"
24,"Maryland",2010,194,"35 TO 64","Female"
24,"Maryland",2010,140,">= 65","Male"
24,"Maryland",2010,99,">= 65","Female"
24,"Maryland",2011,9,"0 TO 4","Male"
24,"Maryland",2011,14,"0 TO 4","Female"
24,"Maryland",2011,69,"5 TO 14","Male"
24,"Maryland",2011,79,"5 TO 14","Female"
24,"Maryland",2011,246,"15 TO 34","Male"
24,"Maryland",2011,125,"15 TO 34","Female"
24,"Maryland",2011,358,"35 TO 64","Male"
24,"Maryland",2011,159,"35 TO 64","Female"
24,"Maryland",2011,115,">= 65","Male"
24,"Maryland",2011,88,">= 65","Female"
24,"Maryland",2012,24,"0 TO 4","Male"
24,"Maryland",2012,6,"0 TO 4","Female"
24,"Maryland",2012,64,"5 TO 14","Male"
24,"Maryland",2012,65,"5 TO 14","Female"
24,"Maryland",2012,325,"15 TO 34","Male"
24,"Maryland",2012,188,"15 TO 34","Female"
24,"Maryland",2012,411,"35 TO 64","Male"
24,"Maryland",2012,227,"35 TO 64","Female"
24,"Maryland",2012,166,">= 65","Male"
24,"Maryland",2012,162,">= 65","Female"
24,"Maryland",2013,12,"0 TO 4","Male"
24,"Maryland",2013,6,"0 TO 4","Female"
24,"Maryland",2013,47,"5 TO 14","Male"
24,"Maryland",2013,19,"5 TO 14","Female"
24,"Maryland",2013,220,"15 TO 34","Male"
24,"Maryland",2013,100,"15 TO 34","Female"
24,"Maryland",2013,281,"35 TO 64","Male"
24,"Maryland",2013,123,"35 TO 64","Female"
24,"Maryland",2013,70,">= 65","Male"
24,"Maryland",2013,54,">= 65","Female"
24,"Maryland",2014,7,"0 TO 4","Male"
24,"Maryland",2014,13,"0 TO 4","Female"
24,"Maryland",2014,20,"5 TO 14","Male"
24,"Maryland",2014,16,"5 TO 14","Female"
24,"Maryland",2014,157,"15 TO 34","Male"
24,"Maryland",2014,92,"15 TO 34","Female"
24,"Maryland",2014,205,"35 TO 64","Male"
24,"Maryland",2014,86,"35 TO 64","Female"
24,"Maryland",2014,57,">= 65","Male"
24,"Maryland",2014,49,">= 65","Female"
24,"Maryland",2015,17,"0 TO 4","Male"
24,"Maryland",2015,7,"0 TO 4","Female"
24,"Maryland",2015,66,"5 TO 14","Male"
24,"Maryland",2015,23,"5 TO 14","Female"
24,"Maryland",2015,224,"15 TO 34","Male"
24,"Maryland",2015,114,"15 TO 34","Female"
24,"Maryland",2015,289,"35 TO 64","Male"
24,"Maryland",2015,98,"35 TO 64","Female"
24,"Maryland",2015,73,">= 65","Male"
24,"Maryland",2015,49,">= 65","Female"
24,"Maryland",2016,11,"0 TO 4","Male"
24,"Maryland",2016,12,"0 TO 4","Female"
24,"Maryland",2016,74,"5 TO 14","Male"
24,"Maryland",2016,50,"5 TO 14","Female"
24,"Maryland",2016,295,"15 TO 34","Male"
24,"Maryland",2016,152,"15 TO 34","Female"
24,"Maryland",2016,447,"35 TO 64","Male"
24,"Maryland",2016,172,"35 TO 64","Female"
24,"Maryland",2016,155,">= 65","Male"
24,"Maryland",2016,89,">= 65","Female"
24,"Maryland",2017,7,"0 TO 4","Male"
24,"Maryland",2017,7,"0 TO 4","Female"
24,"Maryland",2017,33,"5 TO 14","Male"
24,"Maryland",2017,32,"5 TO 14","Female"
24,"Maryland",2017,192,"15 TO 34","Male"
24,"Maryland",2017,108,"15 TO 34","Female"
24,"Maryland",2017,262,"35 TO 64","Male"
24,"Maryland",2017,127,"35 TO 64","Female"
